,index,feature,absolute_error,filename
446,1963,YIR023W_x26_t,0.0007492709254695921,YIR023W
447,1913,YLR137W_x6_c,0.0007492603264170884,YLR137W
448,2086,YBR228W_x3_t,0.0007489675993158497,YBR228W
449,1040,YBR255W_x0_t,0.0007484261415687812,YBR255W
450,985,YPR112C_x9_c,0.0007468426185435195,YPR112C
451,1961,YIR023W_x25_c,0.0007416811472927634,YIR023W
452,1431,YNL275W_x2_c,0.0007410348082199686,YNL275W
453,158,YLR460C_x7_c,0.0007408827475066114,YLR460C
454,2003,YCL014W_x16_a,0.0007398337377507542,YCL014W
455,1354,YNR044W_x26_c,0.0007389721154675837,YNR044W
456,1828,YKL100C_x4_g,0.0007386265848041633,YKL100C
457,731,YHR203C_x22_y,0.0007373213611848145,YHR203C
458,465,YFL049W_x6_a,0.0007350856352550851,YFL049W
459,278,YOR361C_x8_c,0.0007350170281191843,YOR361C
460,563,YOR175C_x6_g,0.0007344512459835778,YOR175C
461,744,YLR289W_x5_c,0.0007323368888400385,YLR289W
462,1043,YBR255W_x11_a,0.0007312859499563753,YBR255W
463,1103,YDR318W_x2_t,0.000730917548729097,YDR318W
464,178,YMR265C_x0_a,0.0007304693066668685,YMR265C
465,420,YPL207W_x13_t,0.0007302015562840307,YPL207W
466,2011,YCL014W_x34_c,0.000728700644932091,YCL014W
467,239,YHR151C_x0_a,0.0007271340154767278,YHR151C
468,2017,YKL023W_x3_a,0.0007268567140925259,YKL023W
469,1634,YCR033W_x39_c,0.0007257546590873767,YCR033W
470,1460,YGR047C_x15_a,0.0007254067867611913,YGR047C
471,579,YOR054C_x3_t,0.0007254028069313804,YOR054C
472,466,YFL049W_x6_g,0.0007247216320182395,YFL049W
473,841,YCR012W_x3_a,0.000723248415075737,YCR012W
474,627,YNL137C_x1_a,0.0007215372274238204,YNL137C
475,1585,YPR034W_x5_c,0.0007187538505171407,YPR034W
476,574,YOR175C_x13_c,0.0007185164420686515,YOR175C
477,1545,YNL027W_x39_-,0.0007182502622385962,YNL027W
478,1632,YCR033W_x31_c,0.0007172620744530648,YCR033W
479,831,YPR013C_x12_a,0.0007087247970479658,YPR013C
480,1438,YNL275W_x11_g,0.0007083282685961012,YNL275W
481,1567,YOL106W_x50_a,0.0007082610562949353,YOL106W
482,1307,YKL146W_x15_t,0.0007069680294862372,YKL146W
483,2098,YBR228W_x9_g,0.0007055481171931376,YBR228W
484,111,YBR111C_x3_g,0.0007029966627318905,YBR111C
485,734,YLR289W_x1_c,0.0007026752224694643,YLR289W
486,530,YGR191W_x14_t,0.0007018904048512902,YGR191W
487,1877,YKL112W_x11_c,0.0007018651887470281,YKL112W
488,1820,YBR110W_x16_g,0.0007007929917064775,YBR110W
489,1659,YJR031C_x2_t,0.000698190272743883,YJR031C
490,10,YEL023C_x6_c,0.0006975901448654304,YEL023C
491,61,YIL063C_x8_g,0.0006957622884300784,YIL063C
492,1819,YBR110W_x16_a,0.0006938761269866735,YBR110W
493,476,YFL049W_x26_t,0.0006930928231501743,YFL049W
494,274,YOR361C_x6_a,0.0006911170992387305,YOR361C
495,1935,YCR100C_x6_g,0.0006910181495503017,YCR100C
496,287,YIL121W_x3_c,0.0006909861210610182,YIL121W
497,448,YML002W_x3_g,0.0006905170367629983,YML002W
498,224,YDR216W_x6_t,0.0006905107702740293,YDR216W
499,1873,YKL112W_x9_t,0.000688454421003243,YKL112W
500,31,YMR303C_x8_g,0.0006883928262229709,YMR303C
501,1467,YGR047C_x22_t,0.0006874857282624879,YGR047C
502,790,YLR452C_x10_t,0.0006854413304340086,YLR452C
503,576,YOR054C_x1_a,0.0006840527801349522,YOR054C
504,1261,YDR430C_x25_c,0.0006819832270458596,YDR430C
505,1483,YPR008W_x26_c,0.0006789513769938062,YPR008W
506,915,YBL104C_x10_g,0.0006788171751111057,YBL104C
507,833,YPR013C_x14_c,0.0006780982508076117,YPR013C
508,533,YGR191W_x22_c,0.0006763165817915833,YGR191W
509,873,YBL004W_x36_t,0.0006756783642769,YBL004W
510,2115,YML117W_x25_g,0.0006755952072087342,YML117W
511,1383,YNR044W_x276_a,0.0006745490605140181,YNR044W
512,515,YGR191W_x0_t,0.0006734034120415447,YGR191W
513,523,YGR191W_x10_t,0.0006674315286803544,YGR191W
514,175,YLR460C_x27_c,0.0006663436853165097,YLR460C
515,1160,YOL063C_x0_a,0.0006659441767928586,YOL063C
516,992,YPR112C_x16_t,0.0006651139563283869,YPR112C
517,1858,YBR029C_x9_c,0.0006636408445768222,YBR029C
518,978,YPR112C_x3_c,0.0006630506561980603,YPR112C
519,524,YGR191W_x11_c,0.0006628861447447279,YGR191W
520,1883,YBR058C_x2_a,0.0006624346957837537,YBR058C
521,832,YPR013C_x12_g,0.0006616468918939762,YPR013C
522,1122,YGR015C_x2_g,0.0006612049889362161,YGR015C
523,1617,YCR033W_x5_a,0.0006608166224046414,YCR033W
524,2007,YCL014W_x30_c,0.0006591871285413978,YCL014W
525,1668,YJR031C_x24_a,0.0006586235836928417,YJR031C
526,1764,YBL088C_x16_a,0.0006563934985595638,YBL088C
527,1109,YDR318W_x5_g,0.0006548076079238354,YDR318W
528,2114,YML117W_x25_a,0.0006541037663157325,YML117W
529,1198,YLR266C_x30_g,0.0006536228144290635,YLR266C
530,1300,YLR117C_x20_a,0.0006520605406294311,YLR117C
531,139,YGL116W_x6_t,0.0006478086813691149,YGL116W
532,1274,YGR173W_x6_t,0.0006445977682778999,YGR173W
533,1345,YJL218W_x21_k,0.0006429390142096609,YJL218W
534,1311,YKL146W_x18_g,0.0006415655829195385,YKL146W
535,802,YKR097W_x4_g,0.0006410045216524682,YKR097W
536,834,YPR013C_x14_t,0.000640762642352416,YPR013C
537,938,YDR285W_x2_a,0.0006402208764477674,YDR285W
538,1956,YIR023W_x4_a,0.0006362663463376268,YIR023W
539,565,YOR175C_x7_g,0.0006334114666258178,YOR175C
540,490,YOR009W_x5_g,0.0006302217239866538,YOR009W
541,1859,YBR029C_x9_t,0.0006286756256738209,YBR029C
542,1751,YJL147C_x5_g,0.0006286543884503699,YJL147C
543,746,YLR289W_x10_c,0.0006277473242559407,YLR289W
544,236,YDR216W_x28_g,0.0006270312553835707,YDR216W
545,771,YPL212C_x8_a,0.0006266297354009036,YPL212C
546,1085,YAL036C_x2_t,0.0006254399002442316,YAL036C
547,887,YDR056C_x5_c,0.0006250770163710248,YDR056C
548,1968,YIR023W_x34_t,0.000622701533934593,YIR023W
549,545,YJR155W_x4_g,0.0006222416869082405,YJR155W
550,936,YDR285W_x0_c,0.0006221801566449138,YDR285W
551,665,YGR157W_x30_c,0.0006217412821510632,YGR157W
552,15,YEL023C_x8_t,0.0006210660660705235,YEL023C
553,1405,YNR050C_x0_c,0.000619789377647842,YNR050C
554,1409,YNR050C_x5_a,0.0006188151041886295,YNR050C
555,537,YJR155W_x1_a,0.0006179951178030623,YJR155W
556,1939,YCR100C_x9_t,0.0006174933231135972,YCR100C
557,1878,YKL112W_x11_t,0.0006168470798832759,YKL112W
558,275,YOR361C_x6_g,0.0006168436205360143,YOR361C
559,1806,YBR110W_x3_g,0.0006153723906687185,YBR110W
560,1626,YCR033W_x21_t,0.0006123856431877304,YCR033W
561,1962,YIR023W_x26_g,0.0006112838959715578,YIR023W
562,961,YDR221W_x8_g,0.0006108596237732612,YDR221W
563,2039,YBL037W_x2_c,0.0006100861160125411,YBL037W
564,758,YPL212C_x1_t,0.0006080822386593579,YPL212C
565,1301,YLR117C_x20_g,0.0006047217008831264,YLR117C
566,804,YKR097W_x6_t,0.0006028108569519247,YKR097W
567,13,YEL023C_x7_t,0.0006001536350391571,YEL023C
568,299,YIL121W_x11_a,0.0005966821328463017,YIL121W
569,988,YPR112C_x11_g,0.0005965485467151062,YPR112C
570,1188,YLR266C_x11_g,0.0005949678174203354,YLR266C
571,1720,YGL163C_x2_a,0.0005946593371896243,YGL163C
572,425,YDL017W_x1_a,0.0005936553511529234,YDL017W
573,1147,YDR503C_x3_t,0.0005926245724161479,YDR503C
574,1353,YNR044W_x26_-,0.0005902339560008731,YNR044W
575,947,YDR285W_x31_t,0.0005896844571128018,YDR285W
576,1892,YBR058C_x14_g,0.0005871371667735329,YBR058C
577,1352,YJL218W_x23_y,0.0005867217644265837,YJL218W
578,1225,YMR237W_x7_a,0.0005858398187880451,YMR237W
579,1565,YOL106W_x48_a,0.0005856145574460334,YOL106W
580,2113,YML117W_x22_t,0.0005850262669892593,YML117W
581,1121,YGR015C_x0_g,0.0005850108304401795,YGR015C
582,1084,YAL036C_x2_c,0.0005848698859474236,YAL036C
583,1171,YOL063C_x9_t,0.000583618157214946,YOL063C
584,1351,YJL218W_x23_t,0.0005821930130075021,YJL218W
585,2033,YKL023W_x41_-,0.0005802148933782979,YKL023W
586,107,YBR111C_x0_t,0.0005795288636558524,YBR111C
587,1348,YJL218W_x22_t,0.0005794769478806882,YJL218W
588,497,YOR009W_x45_a,0.0005793389794375079,YOR009W
589,1984,YJL079C_x5_a,0.0005782342366696671,YJL079C
590,1931,YCR100C_x4_c,0.0005774107770391473,YCR100C
591,1782,YGR153W_x0_t,0.0005773690370004794,YGR153W
592,674,YLR054C_x6_c,0.0005770919705050472,YLR054C
593,1288,YLR117C_x7_g,0.0005763157013810294,YLR117C
594,1737,YGL163C_x24_t,0.0005750902885455834,YGL163C
595,389,YOR090C_x7_a,0.0005744952456862452,YOR090C
596,2090,YBR228W_x5_g,0.0005741625643639927,YBR228W
597,1429,YNL275W_x1_a,0.0005740081676401567,YNL275W
598,1726,YGL163C_x8_a,0.0005739329750683552,YGL163C
599,326,YHR190W_x1_t,0.0005731791900432012,YHR190W
600,255,YHR151C_x11_t,0.0005728410655871811,YHR151C
601,75,YLR389C_x14_c,0.0005703374075020485,YLR389C
602,977,YPR112C_x3_a,0.0005695009094028182,YPR112C
603,1432,YNL275W_x2_g,0.0005683646510410086,YNL275W
604,1055,YBR255W_x18_c,0.0005683292474025858,YBR255W
605,7,YEL023C_x4_g,0.00056781317267426,YEL023C
606,872,YBL004W_x36_c,0.0005674587354815191,YBL004W
607,2044,YBL037W_x4_c,0.0005668599533673874,YBL037W
608,1183,YLR266C_x2_t,0.0005666138045976264,YLR266C
609,1936,YCR100C_x9_a,0.0005660017480272239,YCR100C
610,578,YOR054C_x3_c,0.0005638682892666284,YOR054C
611,257,YHR151C_x12_g,0.0005620817091504917,YHR151C
612,1914,YLR137W_x6_g,0.0005614125285685145,YLR137W
613,1610,YDR321W_x7_g,0.0005603511445020163,YDR321W
614,1951,YIR023W_x1_t,0.0005600461205618715,YIR023W
615,1195,YLR266C_x29_c,0.0005578517685554205,YLR266C
616,1930,YCR100C_x3_w,0.0005530401600100483,YCR100C
617,1492,YBR115C_x13_t,0.0005515068053143478,YBR115C
618,1847,YBR029C_x3_t,0.000551418036930502,YBR029C
619,671,YLR054C_x2_t,0.0005513100981913711,YLR054C
620,67,YLR389C_x5_g,0.0005489984310850867,YLR389C
621,2081,YBR228W_x1_a,0.00054810311358046,YBR228W
622,459,YML002W_x10_c,0.0005481027751153793,YML002W
623,2009,YCL014W_x32_c,0.0005478239433598779,YCL014W
624,825,YPR013C_x6_a,0.0005477859685003448,YPR013C
625,615,YNR012W_x6_c,0.0005477562847684723,YNR012W
626,54,YIL063C_x5_a,0.0005454447647304813,YIL063C
627,2095,YBR228W_x8_c,0.0005435294707892629,YBR228W
628,864,YBL004W_x17_g,0.0005427074149505214,YBL004W
629,1144,YDR503C_x2_c,0.0005423816771739942,YDR503C
630,1016,YKL171W_x30_c,0.0005416562577732201,YKL171W
631,1141,YDR503C_x0_t,0.0005402258497080811,YDR503C
632,688,YER122C_x0_c,0.0005397426155092571,YER122C
633,493,YOR009W_x36_-,0.0005384172565755702,YOR009W
634,1123,YGR015C_x2_t,0.0005378783224155694,YGR015C
635,150,YLR460C_x2_w,0.0005374716430120747,YLR460C
636,1230,YMR237W_x16_t,0.0005354588404820048,YMR237W
637,354,YJR049C_x7_g,0.0005343062963268725,YJR049C
638,245,YHR151C_x5_c,0.0005330974919046116,YHR151C
639,1592,YPR034W_x8_g,0.0005325601183187847,YPR034W
640,34,YMR303C_x9_t,0.0005310993287805772,YMR303C
641,1549,YNL027W_x46_t,0.0005294571598611215,YNL027W
642,781,YLR452C_x4_c,0.0005293697918703089,YLR452C
643,1866,YKL112W_x3_a,0.0005288880497336411,YKL112W
644,1011,YKL171W_x20_g,0.0005278439090499271,YKL171W
645,1635,YCR033W_x39_t,0.0005277083593454349,YCR033W
646,528,YGR191W_x12_t,0.000526851395916516,YGR191W
647,1636,YPR081C_x0_c,0.0005258229039296989,YPR081C
648,678,YLR054C_x13_a,0.0005256870318713666,YLR054C
649,1791,YGR153W_x5_a,0.000525188154974953,YGR153W
650,1552,YOL106W_x1_-,0.0005240377517186944,YOL106W
651,707,YER122C_x10_t,0.0005236247386881854,YER122C
652,1448,YGR047C_x3_a,0.0005235761937090345,YGR047C
653,1736,YGL163C_x24_g,0.0005220111132178065,YGL163C
654,708,YHR203C_x0_-,0.0005189946909036091,YHR203C
655,1287,YLR117C_x7_c,0.0005186866395213392,YLR117C
656,1805,YBR110W_x3_a,0.0005185215560577127,YBR110W
657,161,YLR460C_x8_c,0.0005170797156917951,YLR460C
658,129,YGL116W_x1_g,0.0005161913609604199,YGL116W
659,9,YEL023C_x5_g,0.0005160296809970202,YEL023C
660,1208,YDR169C_x5_g,0.0005156912314093196,YDR169C
661,87,YLR247C_x3_g,0.0005132002839410578,YLR247C
662,543,YJR155W_x3_t,0.0005129531986551643,YJR155W
663,2042,YBL037W_x3_t,0.0005113054075038108,YBL037W
664,624,YNR012W_x10_g,0.0005110484627516035,YNR012W
665,924,YKL143W_x6_a,0.0005108773393186928,YKL143W
666,1905,YLR137W_x1_a,0.0005106194696728043,YLR137W
667,144,YGL116W_x11_a,0.0005101421285270694,YGL116W
668,889,YDR056C_x6_g,0.0005090785021813583,YDR056C
669,735,YLR289W_x1_t,0.0005088462830958364,YLR289W
670,844,YCR012W_x4_t,0.0005087103052161511,YCR012W
671,1530,YNL027W_x0_t,0.0005083341319378596,YNL027W
672,1000,YKL171W_x8_c,0.0005082578364095889,YKL171W
673,769,YPL212C_x7_a,0.0005071056079379043,YPL212C
674,695,YER122C_x4_c,0.0005055419410926806,YER122C
675,1750,YJL147C_x5_a,0.0005051179287286761,YJL147C
676,1063,YKL074C_x1_t,0.0005050176746337158,YKL074C
677,1152,YDR503C_x6_c,0.0005045204635536836,YDR503C
678,1603,YDR321W_x4_a,0.0005045109573955531,YDR321W
679,1181,YLR266C_x0_t,0.0005042836347999509,YLR266C
680,1759,YJL147C_x9_c,0.0005041754053173164,YJL147C
681,271,YOR361C_x5_-,0.0005034606863084514,YOR361C
682,14,YEL023C_x8_c,0.0005025607796952546,YEL023C
683,2105,YML117W_x10_g,0.0005021879685216465,YML117W
684,2036,YKL023W_x42_c,0.0005009628608600411,YKL023W
685,1649,YPR081C_x6_t,0.0005002912562987167,YPR081C
686,1458,YGR047C_x11_a,0.000500209722379676,YGR047C
687,1283,YLR117C_x3_a,0.0004977859572734362,YLR117C
688,502,YOR009W_x46_t,0.0004970985239139641,YOR009W
689,1004,YKL171W_x12_a,0.0004964255441566761,YKL171W
690,517,YGR191W_x2_t,0.0004955612628057198,YGR191W
691,786,YLR452C_x7_t,0.0004935915401614856,YLR452C
692,260,YOR361C_x0_c,0.0004928170409245219,YOR361C
693,871,YBL004W_x35_g,0.0004924973667098855,YBL004W
694,1541,YNL027W_x37_-,0.0004924954153163599,YNL027W
695,743,YLR289W_x5_a,0.0004922901890916698,YLR289W
696,812,YKR097W_x12_g,0.0004921659294002482,YKR097W
697,1466,YGR047C_x22_g,0.0004915041041455327,YGR047C
698,1273,YGR173W_x6_c,0.0004900398455641973,YGR173W
699,1899,YBR058C_x20_a,0.0004889179711692292,YBR058C
700,1897,YBR058C_x18_c,0.000488623786268114,YBR058C
701,879,YDR056C_x1_t,0.0004883938904634196,YDR056C
702,969,YDR221W_x21_a,0.00048826733457022284,YDR221W
703,1376,YNR044W_x232_y,0.00048745472061815354,YNR044W
704,1234,YMR237W_x22_t,0.0004874536653233509,YMR237W
705,1564,YOL106W_x47_g,0.00048724685817409406,YOL106W
706,1841,YKL100C_x12_g,0.0004865164215674022,YKL100C
707,2089,YBR228W_x5_a,0.0004857289299406861,YBR228W
708,1242,YDR430C_x1_t,0.00048518876822558834,YDR430C
709,1595,YDR321W_x0_a,0.0004851747321743518,YDR321W
710,634,YNL137C_x11_t,0.00048511209911887175,YNL137C
711,1571,YOL106W_x52_t,0.00048450738291489664,YOL106W
712,474,YFL049W_x21_g,0.0004843936134074681,YFL049W
713,513,YOR009W_x136_t,0.0004833752836590556,YOR009W
714,1876,YKL112W_x11_-,0.0004833629792181962,YKL112W
715,165,YLR460C_x12_c,0.0004828680259975843,YLR460C
716,1837,YKL100C_x10_g,0.00048281093843732207,YKL100C
717,1318,YKL146W_x49_t,0.00048233199813114757,YKL146W
718,1732,YGL163C_x20_a,0.00048138164827387275,YGL163C
719,1992,YJL079C_x28_t,0.0004801688062861954,YJL079C
720,522,YGR191W_x10_c,0.0004792372929040487,YGR191W
721,414,YPL207W_x8_c,0.0004754094210595778,YPL207W
722,65,YIL063C_x10_g,0.00047470842359769057,YIL063C
723,714,YHR203C_x4_g,0.0004743901403506118,YHR203C
724,1047,YBR255W_x13_a,0.0004730936170816517,YBR255W
725,396,YOR090C_x14_g,0.00047265519725271134,YOR090C
726,446,YML002W_x2_g,0.00047264815894006173,YML002W
727,353,YJR049C_x7_a,0.00047257694370793157,YJR049C
728,1207,YDR169C_x5_a,0.0004722954002160696,YDR169C
729,698,YER122C_x6_a,0.0004701659375122676,YER122C
730,784,YLR452C_x6_t,0.00046937838232661097,YLR452C
731,1236,YMR237W_x24_t,0.00046912035088191045,YMR237W
732,1746,YJL147C_x3_c,0.00046864581273174536,YJL147C
733,1330,YJL218W_x7_t,0.0004685193220573885,YJL218W
734,1694,YDR507C_x33_-,0.00046785096656323035,YDR507C
735,1619,YCR033W_x7_a,0.0004674148806224121,YCR033W
736,692,YER122C_x3_c,0.00046546151669878236,YER122C
737,1015,YKL171W_x29_t,0.00046369618497806345,YKL171W
738,1339,YJL218W_x19_t,0.00046333637668013057,YJL218W
739,682,YLR054C_x18_a,0.00046190570165140487,YLR054C
740,1083,YAL036C_x1_g,0.00046166489170417727,YAL036C
741,2111,YML117W_x21_g,0.0004612096761296376,YML117W
742,1129,YGR015C_x5_t,0.00046059999100636097,YGR015C
743,1773,YBL088C_x56_g,0.0004601457387784552,YBL088C
744,397,YOR090C_x17_a,0.0004593518368492214,YOR090C
745,962,YDR221W_x8_t,0.0004589993857413926,YDR221W
746,1245,YDR430C_x10_a,0.00045878282844374587,YDR430C
747,1741,YJL147C_x0_g,0.0004587135928079212,YJL147C
748,272,YOR361C_x5_a,0.00045795132095150014,YOR361C
749,747,YLR289W_x10_t,0.00045757401802623787,YLR289W
750,1463,YGR047C_x18_t,0.0004575425600562314,YGR047C
751,750,YLR289W_x14_g,0.0004573499228618356,YLR289W
752,96,YLR247C_x25_c,0.0004573200453663359,YLR247C
753,1356,YNR044W_x26_y,0.00045685996124846223,YNR044W
754,418,YPL207W_x11_t,0.0004566246849609856,YPL207W
755,301,YIL121W_x12_a,0.00045487981584632083,YIL121W
756,2047,YBL037W_x13_c,0.00045392947299746807,YBL037W
757,110,YBR111C_x3_a,0.0004535949941626715,YBR111C
758,53,YIL063C_x4_g,0.0004535524381786104,YIL063C
759,1039,YBR255W_x0_c,0.0004532719326659546,YBR255W
760,1554,YOL106W_x2_c,0.00045318397759310436,YOL106W
761,1320,YKL146W_x54_g,0.00045102792728932215,YKL146W
762,1443,YNL275W_x19_a,0.00045098711965320013,YNL275W
763,1950,YIR023W_x1_c,0.0004508902565364231,YIR023W
764,1625,YCR033W_x21_c,0.0004497818222027711,YCR033W
765,1372,YNR044W_x209_t,0.00044813128982646935,YNR044W
766,1669,YJR031C_x24_g,0.0004478470942459506,YJR031C
767,1770,YBL088C_x39_c,0.0004477955499390026,YBL088C
768,1116,YDR318W_x9_a,0.00044750482421160266,YDR318W
769,2101,YML117W_x6_c,0.0004472680754435184,YML117W
770,728,YHR203C_x21_y,0.00044705277350739055,YHR203C
771,1596,YDR321W_x0_g,0.0004468911773069097,YDR321W
772,1120,YGR015C_x0_c,0.00044580545852159875,YGR015C
773,647,YGR157W_x2_c,0.0004457086263861386,YGR157W
774,342,YHR190W_x15_g,0.00044438099996659176,YHR190W
775,616,YNR012W_x6_t,0.0004440899079017071,YNR012W
776,684,YLR054C_x21_c,0.0004432991598067692,YLR054C
777,1046,YBR255W_x12_t,0.0004407891347648222,YBR255W
778,957,YDR221W_x3_g,0.0004406110590480056,YDR221W
779,485,YOR009W_x3_a,0.00043881947461576185,YOR009W
780,1933,YCR100C_x4_y,0.0004381932016712686,YCR100C
781,1671,YJR031C_x27_g,0.0004374348782721737,YJR031C
782,84,YLR389C_x25_c,0.0004370695687288856,YLR389C
783,217,YNL212W_x16_a,0.00043678651036227034,YNL212W
784,1725,YGL163C_x7_t,0.00043631213573871796,YGL163C
785,367,YEL030W_x3_a,0.0004352449913092746,YEL030W
786,1631,YCR033W_x31_a,0.00043442524708270125,YCR033W
787,560,YOR175C_x5_c,0.0004340187569889976,YOR175C
788,263,YOR361C_x1_t,0.00043336938505869626,YOR361C
789,1038,YAL028W_x22_g,0.0004330970060626362,YAL028W
790,983,YPR112C_x7_a,0.00043224848522064436,YPR112C
791,432,YDL017W_x4_t,0.00043208377741664017,YDL017W
792,1165,YOL063C_x3_t,0.00043197944620573727,YOL063C
793,307,YOL148C_x4_a,0.0004319216815495015,YOL148C
794,512,YOR009W_x136_c,0.0004303974227507919,YOR009W
795,1080,YAL036C_x0_a,0.0004296522164665026,YAL036C
796,86,YLR247C_x3_a,0.00042900138493431623,YLR247C
797,1180,YLR266C_x0_c,0.0004273577210912054,YLR266C
798,45,YMR303C_x16_t,0.00042518705075013483,YMR303C
799,573,YOR175C_x12_t,0.0004244533234373176,YOR175C
800,1756,YJL147C_x8_c,0.0004241783421505342,YJL147C
801,1108,YDR318W_x5_a,0.0004238616997890793,YDR318W
802,296,YIL121W_x8_g,0.00042347246550038844,YIL121W
803,1927,YCR100C_x2_s,0.00042259851050646885,YCR100C
804,1752,YJL147C_x6_c,0.00042191695010750975,YJL147C
805,1771,YBL088C_x39_t,0.00042169397719764735,YBL088C
806,918,YKL143W_x3_c,0.0004204989759873989,YKL143W
807,2045,YBL037W_x12_a,0.00041928383816144195,YBL037W
808,1786,YGR153W_x2_t,0.0004189051977023017,YGR153W
809,633,YNL137C_x11_g,0.00041875345962872224,YNL137C
810,1403,YKR004C_x14_c,0.00041869506721760156,YKR004C
811,1465,YGR047C_x20_g,0.0004186729900469218,YGR047C
812,2000,YCL014W_x3_t,0.0004184795995876289,YCL014W
813,1959,YIR023W_x11_a,0.00041749714280637904,YIR023W
814,1476,YPR008W_x8_g,0.00041710879579249437,YPR008W
815,1647,YPR081C_x5_g,0.00041672493735594367,YPR081C
816,52,YIL063C_x4_a,0.00041651481357550416,YIL063C
817,1568,YOL106W_x50_g,0.00041568354249711296,YOL106W
818,300,YIL121W_x11_g,0.0004156111339301388,YIL121W
819,642,YNL137C_x18_g,0.0004153775718786909,YNL137C
820,1268,YGR173W_x2_g,0.0004146744530741962,YGR173W
821,1491,YBR115C_x13_c,0.00041384880833563695,YBR115C
822,534,YGR191W_x22_t,0.00041384423464789976,YGR191W
823,192,YMR265C_x22_a,0.00041356179080902,YMR265C
824,359,YJR049C_x10_c,0.0004135028494124753,YJR049C
825,417,YPL207W_x11_c,0.0004134204132675711,YPL207W
826,1824,YKL100C_x2_g,0.0004123424426856327,YKL100C
827,1556,YOL106W_x3_c,0.0004119661690583133,YOL106W
828,536,YJR155W_x0_g,0.0004112533681143403,YJR155W
829,285,YIL121W_x2_t,0.00040968031331472854,YIL121W
830,694,YER122C_x4_a,0.0004089176086667137,YER122C
831,487,YOR009W_x4_a,0.0004062119119491196,YOR009W
832,1702,YBL074C_x2_c,0.00040600017483218833,YBL074C
833,1005,YKL171W_x12_g,0.00040592303260781097,YKL171W
834,723,YHR203C_x18_t,0.00040538618867918863,YHR203C
835,202,YNL212W_x4_c,0.00040489805368187307,YNL212W
836,1792,YGR153W_x5_g,0.00040469635221295077,YGR153W
837,261,YOR361C_x0_t,0.0004039313199581021,YOR361C
838,179,YMR265C_x0_g,0.0004034585618606814,YMR265C
839,1653,YPR081C_x8_t,0.00040294512827983856,YPR081C
840,1676,YDR507C_x2_a,0.00040279845180015155,YDR507C
841,362,YJR049C_x12_g,0.00040238784586206077,YJR049C
842,862,YBL004W_x15_g,0.00040111743625778856,YBL004W
843,886,YDR056C_x5_a,0.0004009166331508138,YDR056C
844,126,YGL116W_x0_a,0.00040066071982354203,YGL116W
845,213,YNL212W_x13_g,0.0003997573383398586,YNL212W
846,337,YHR190W_x10_a,0.0003995523098793013,YHR190W
847,1437,YNL275W_x11_a,0.000397351096758088,YNL275W
848,1776,YBL088C_x66_t,0.0003972170274875294,YBL088C
849,1880,YKL112W_x14_t,0.00039698984978337213,YKL112W
850,745,YLR289W_x5_t,0.00039589585253151983,YLR289W
851,1833,YKL100C_x7_t,0.0003953283047204087,YKL100C
852,881,YDR056C_x2_t,0.0003940009006716783,YDR056C
853,1456,YGR047C_x10_c,0.00039349876325818636,YGR047C
854,2092,YBR228W_x6_g,0.00039284574903530477,YBR228W
855,1314,YKL146W_x46_t,0.00039141940679987444,YKL146W
856,948,YDR285W_x36_c,0.0003911776246413549,YDR285W
857,63,YIL063C_x9_t,0.00038993219763418187,YIL063C
858,1872,YKL112W_x9_c,0.0003888867690728898,YKL112W
859,246,YHR151C_x5_t,0.0003887691931919173,YHR151C
860,1002,YKL171W_x10_a,0.00038865566216887004,YKL171W
861,210,YNL212W_x10_g,0.00038838645949535854,YNL212W
862,1168,YOL063C_x7_c,0.0003880509582311108,YOL063C
863,641,YNL137C_x18_a,0.0003869676236743669,YNL137C
864,958,YDR221W_x4_a,0.0003860137825505126,YDR221W
865,884,YDR056C_x4_c,0.0003860134153364244,YDR056C
866,222,YDR216W_x5_g,0.00038577427661337893,YDR216W
867,619,YNR012W_x8_a,0.00038566140951555263,YNR012W
868,8,YEL023C_x5_a,0.0003855289573299743,YEL023C
869,250,YHR151C_x9_g,0.00038548175059493876,YHR151C
870,1193,YLR266C_x28_c,0.00038527729951297465,YLR266C
871,1529,YNL027W_x0_c,0.00038408915800875685,YNL027W
872,1020,YAL028W_x6_a,0.00038291089893132844,YAL028W
873,926,YKL143W_x7_a,0.00038281977708776936,YKL143W
874,1570,YOL106W_x52_c,0.00038194860106065146,YOL106W
875,1559,YOL106W_x4_g,0.0003816116336726326,YOL106W
876,329,YHR190W_x4_a,0.0003813017900727366,YHR190W
877,1161,YOL063C_x0_g,0.0003812555374793671,YOL063C
878,399,YOR090C_x20_c,0.0003807475843539569,YOR090C
879,453,YML002W_x6_a,0.0003802306969288086,YML002W
880,2046,YBL037W_x12_c,0.0003799285490517517,YBL037W
881,1674,YJR031C_x29_c,0.00037973060576727743,YJR031C
882,1158,YDR503C_x9_c,0.00037967905072102504,YDR503C
883,284,YIL121W_x2_c,0.00037842947823107194,YIL121W
884,424,YDL017W_x0_g,0.0003775927203233748,YDL017W
885,1932,YCR100C_x4_t,0.00037749131843282073,YCR100C
886,1368,YNR044W_x209_-,0.0003772295487545005,YNR044W
887,842,YCR012W_x3_g,0.0003768519408389997,YCR012W
888,78,YLR389C_x18_c,0.00037582552753849004,YLR389C
889,1224,YMR237W_x4_g,0.00037544277960869013,YMR237W
890,105,YLR247C_x45_g,0.0003753783431982664,YLR247C
